"","GO","evidence","gene"
"2728","GO:0007608","ISS","LOC105835768"
"2729","GO:0007608","ISS","LOC105835755"
"2730","GO:0007608","ISS","LOC105835762"
"2731","GO:0007608","ISS","LOC105835761"
"2732","GO:0007608","ISS","LOC105835763"
"2733","GO:0007608","ISS","LOC105835747"
"2734","GO:0007608","ISS","LOC105835765"
"2735","GO:0007608","ISS","LOC105835748"
"2736","GO:0007608","ISS","LOC105835748"
"2737","GO:0007608","ISS","LOC105835754"
"2738","GO:0007608","ISS","LOC105835749"
"2739","GO:0007608","ISS","LOC105835766"
"2740","GO:0007608","ISS","LOC105835767"
"2741","GO:0008152","ISS","LOC105835776"
"2742","GO:0008152","ISS","LOC105835769"
"2743","GO:0006468","ISS","LOC105835774"
"2744","GO:0016567","ISS","LOC105835797"
"2745","GO:0016567","ISS","LOC105835797"
"2746","GO:0006810","ISS","LOC105835818"
"2747","GO:0006915","ISS","LOC105835809"
"2748","GO:0006508","ISS","LOC105835806"
"2749","GO:0006508","ISS","LOC105835806"
"2750","GO:0006508","ISS","LOC105835806"
"2751","GO:0007608","ISS","LOC105835827"
"2752","GO:0007608","ISS","LOC105835823"
"2753","GO:0007608","ISS","LOC105835825"
"2754","GO:0007608","ISS","LOC105835824"
"2755","GO:0006418","ISS","LOC105835837"
"2756","GO:0006418","ISS","LOC105835837"
"2757","GO:0006418","ISS","LOC105835837"
"2758","GO:0006420","ISS","LOC105835838"
"2759","GO:0006420","ISS","LOC105835838"
"2760","GO:0006420","ISS","LOC105835838"
"2761","GO:0007018","ISS","LOC105835839"
"2762","GO:0007018","ISS","LOC105835839"
"2763","GO:0006355","ISS","LOC105835835"
"2764","GO:0007018","ISS","LOC105835843"
"2765","GO:0006414","ISS","LOC105835846"
"2766","GO:0006511","ISS","LOC105835849"
"2767","GO:0006511","ISS","LOC105835849"
"2768","GO:0035556","ISS","LOC105835854"
"2769","GO:0006869","ISS","LOC105835859"
"2770","GO:0006869","ISS","LOC105835859"
"2771","GO:0006869","ISS","LOC105835859"
"2772","GO:0006468","ISS","LOC105835863"
"2773","GO:0007186","ISS","LOC105835866"
"2774","GO:0009116","ISS","LOC105835867"
"2775","GO:0006470","ISS","LOC105835893"
"2776","GO:0019752","ISS","LOC105835876"
"2777","GO:0019752","ISS","LOC105835873"
"2778","GO:0019752","ISS","LOC105835874"
"2779","GO:0006520","ISS","LOC105835874"
"2780","GO:0035023","ISS","LOC105835896"
"2781","GO:0008152","ISS","LOC105835919"
"2782","GO:0006397","ISS","LOC105835918"
"2783","GO:0006468","ISS","LOC105835918"
"2784","GO:0035023","ISS","LOC105835920"
"2785","GO:0035023","ISS","LOC105835920"
"2786","GO:0006468","ISS","LOC105835920"
"2787","GO:0007186","ISS","LOC105835934"
"2788","GO:0006260","ISS","LOC105835925"
"2789","GO:0006355","ISS","LOC105835927"
"2790","GO:0006355","ISS","LOC105835927"
"2791","GO:0006508","ISS","LOC105835935"
"2792","GO:0006508","ISS","LOC105835935"
"2793","GO:0006811","ISS","LOC105835944"
"2794","GO:0055085","ISS","LOC105835944"
"2795","GO:0000413","ISS","LOC105835950"
"2796","GO:0006457","ISS","LOC105835950"
"2797","GO:0006355","ISS","LOC105835938"
"2798","GO:0006355","ISS","LOC105835938"
"2799","GO:0006355","ISS","LOC105835938"
"2800","GO:0000917","ISS","LOC105835938"
"2801","GO:0043093","ISS","LOC105835938"
"2802","GO:0006511","ISS","LOC105835977"
"2803","GO:0008272","ISS","LOC105835989"
"2804","GO:0007186","ISS","LOC105836001"
"2805","GO:0055085","ISS","LOC105836007"
"2806","GO:0035023","ISS","LOC105836020"
"2807","GO:0055085","ISS","LOC105836024"
"2808","GO:0045892","ISS","LOC105836025"
"2809","GO:0007165","ISS","LOC105836031"
"2810","GO:0007155","ISS","LOC105836028"
"2811","GO:0042176","ISS","LOC105836036"
"2812","GO:0006886","ISS","LOC105836040"
"2813","GO:0016192","ISS","LOC105836040"
"2814","GO:0006811","ISS","LOC105836041"
"2815","GO:0055085","ISS","LOC105836041"
"2816","GO:0006811","ISS","LOC105836041"
"2817","GO:0055085","ISS","LOC105836041"
"2818","GO:0007165","ISS","LOC105836048"
"2819","GO:0007156","ISS","LOC105836051"
"2820","GO:0007156","ISS","LOC105836051"
"2821","GO:0007156","ISS","LOC105836051"
"2822","GO:0007156","ISS","LOC105836051"
"2823","GO:0007156","ISS","LOC105836051"
"2824","GO:0007156","ISS","LOC105836051"
"2825","GO:0007156","ISS","LOC105836051"
"2826","GO:0007156","ISS","LOC105836051"
"2827","GO:0007156","ISS","LOC105836051"
"2828","GO:0007156","ISS","LOC105836051"
"2829","GO:0007156","ISS","LOC105836051"
"2830","GO:0007156","ISS","LOC105836051"
"2831","GO:0007156","ISS","LOC105836051"
"2832","GO:0007156","ISS","LOC105836051"
"2833","GO:0007156","ISS","LOC105836051"
"2834","GO:0007156","ISS","LOC105836051"
"2835","GO:0007156","ISS","LOC105836051"
"2836","GO:0007156","ISS","LOC105836051"
"2837","GO:0007156","ISS","LOC105836051"
"2838","GO:0007156","ISS","LOC105836051"
"2839","GO:0006835","ISS","LOC105836054"
"2840","GO:0007186","ISS","LOC105836055"
"2841","GO:0006418","ISS","LOC105836061"
"2842","GO:0007186","ISS","LOC105836062"
"2843","GO:0007186","ISS","LOC105836062"
"2844","GO:0006810","ISS","LOC105836067"
"2845","GO:0006030","ISS","LOC105836068"
"2846","GO:0055114","ISS","LOC105836078"
"2847","GO:0055114","ISS","LOC105836077"
"2848","GO:0023052","ISS","LOC105836083"
"2849","GO:0055114","ISS","LOC105836084"
"2850","GO:0055114","ISS","LOC105836084"
"2851","GO:0008152","ISS","LOC105836085"
"2852","GO:0006338","ISS","LOC105836092"
"2853","GO:0043044","ISS","LOC105836092"
"2854","GO:0009058","ISS","LOC105836113"
"2855","GO:0019752","ISS","LOC105836112"
"2856","GO:0006351","ISS","LOC105836114"
"2857","GO:0007608","ISS","LOC105836121"
"2858","GO:0007608","ISS","LOC105836121"
"2859","GO:0007608","ISS","LOC105836122"
"2860","GO:0009058","ISS","LOC105836126"
"2861","GO:0006886","ISS","LOC105836134"
"2862","GO:0006614","ISS","LOC105836134"
"2863","GO:0007165","ISS","LOC105836129"
"2864","GO:0055114","ISS","LOC105836141"
"2865","GO:0006139","ISS","LOC105836143"
"2866","GO:0006836","ISS","LOC105836151"
"2867","GO:0006508","ISS","LOC105836150"
"2868","GO:0005975","ISS","LOC105836152"
"2869","GO:0006139","ISS","LOC105836160"
"2870","GO:0006396","ISS","LOC105836160"
"2871","GO:0006468","ISS","LOC105836154"
"2872","GO:0006520","ISS","LOC105836168"
"2873","GO:0055114","ISS","LOC105836168"
"2874","GO:0006520","ISS","LOC105836168"
"2875","GO:0055114","ISS","LOC105836168"
"2876","GO:0006810","ISS","LOC105836175"
"2877","GO:0006811","ISS","LOC105836175"
"2878","GO:0006810","ISS","LOC105836172"
"2879","GO:0006811","ISS","LOC105836172"
"2880","GO:0006508","ISS","LOC105836179"
"2881","GO:0006508","ISS","LOC105836189"
"2882","GO:0055085","ISS","LOC105836195"
"2883","GO:0055085","ISS","LOC105836195"
"2884","GO:0006355","ISS","LOC105836198"
"2885","GO:0006836","ISS","LOC105836202"
"2886","GO:0055114","ISS","LOC105836205"
"2887","GO:0005975","ISS","LOC105836208"
"2888","GO:0005975","ISS","LOC105836209"
"2889","GO:0005975","ISS","LOC105836209"
"2890","GO:0055085","ISS","LOC105836241"
"2891","GO:0030488","ISS","LOC105836261"
"2892","GO:0042128","ISS","LOC105836252"
"2893","GO:0055114","ISS","LOC105836252"
"2894","GO:0005980","ISS","LOC105836240"
"2895","GO:0006096","ISS","LOC105836268"
"2896","GO:0006096","ISS","LOC105836268"
"2897","GO:0006470","ISS","LOC105836275"
"2898","GO:0006470","ISS","LOC105836275"
"2899","GO:0006811","ISS","LOC105836286"
"2900","GO:0055085","ISS","LOC105836286"
"2901","GO:0006508","ISS","LOC105836284"
"2902","GO:0008152","ISS","LOC105836304"
"2903","GO:0000723","ISS","LOC105836295"
"2904","GO:0006281","ISS","LOC105836295"
"2905","GO:0055114","ISS","LOC105836306"
"2906","GO:0055114","ISS","LOC105836293"
"2907","GO:0008152","ISS","LOC105836298"
"2908","GO:0006810","ISS","LOC105836321"
"2909","GO:0006811","ISS","LOC105836321"
"2910","GO:0006810","ISS","LOC105836320"
"2911","GO:0006811","ISS","LOC105836320"
"2912","GO:0006357","ISS","LOC105836338"
"2913","GO:0007165","ISS","LOC105836334"
"2914","GO:0055085","ISS","LOC105836351"
"2915","GO:0055085","ISS","LOC105836351"
"2916","GO:0006396","ISS","LOC105836353"
"2917","GO:0007186","ISS","LOC105836354"
"2918","GO:0000413","ISS","LOC105836364"
"2919","GO:0006457","ISS","LOC105836364"
"2920","GO:0007018","ISS","LOC105836357"
"2921","GO:0008152","ISS","LOC105836368"
"2922","GO:0006811","ISS","LOC105836371"
"2923","GO:0055085","ISS","LOC105836371"
"2924","GO:0006511","ISS","LOC105836375"
"2925","GO:0006511","ISS","LOC105836375"
"2926","GO:0006810","ISS","LOC105836373"
"2927","GO:0007165","ISS","LOC105836378"
"2928","GO:0007186","ISS","LOC105836380"
"2929","GO:0007186","ISS","LOC105836380"
"2930","GO:0006355","ISS","LOC105836386"
"2931","GO:0006355","ISS","LOC105836387"
"2932","GO:0006355","ISS","LOC105836387"
"2933","GO:0006418","ISS","LOC105836392"
"2934","GO:0032012","ISS","LOC105836391"
"2935","GO:0006260","ISS","LOC105836393"
"2936","GO:0006508","ISS","LOC105836394"
"2937","GO:0006486","ISS","LOC105836405"
"2938","GO:0055114","ISS","LOC105836411"
"2939","GO:0008152","ISS","LOC105836428"
"2940","GO:0055114","ISS","LOC105836416"
"2941","GO:0008152","ISS","LOC105836416"
"2942","GO:0055114","ISS","LOC105836416"
"2943","GO:0006508","ISS","LOC105836432"
"2944","GO:0006508","ISS","LOC105836432"
"2945","GO:0006402","ISS","LOC105836433"
"2946","GO:0006468","ISS","LOC105836455"
"2947","GO:0006468","ISS","LOC105836455"
"2948","GO:0006355","ISS","LOC105836453"
"2949","GO:0006470","ISS","LOC105836449"
"2950","GO:0006470","ISS","LOC105836449"
"2951","GO:0006030","ISS","LOC105836459"
"2952","GO:0006030","ISS","LOC105836459"
"2953","GO:0006030","ISS","LOC105836473"
"2954","GO:0006030","ISS","LOC105836473"
"2955","GO:0006030","ISS","LOC105836474"
"2956","GO:0006030","ISS","LOC105836474"
"2957","GO:0032259","ISS","LOC105836465"
"2958","GO:0006388","ISS","LOC105836466"
"2959","GO:0006281","ISS","LOC105836477"
"2960","GO:0006310","ISS","LOC105836477"
"2961","GO:0006281","ISS","LOC105836477"
"2962","GO:0006310","ISS","LOC105836477"
"2963","GO:0006281","ISS","LOC105836477"
"2964","GO:0006310","ISS","LOC105836477"
"2965","GO:0055114","ISS","LOC105836482"
"2966","GO:0055114","ISS","LOC105836482"
"2967","GO:0018342","ISS","LOC105836485"
"2968","GO:0006508","ISS","LOC105836494"
"2969","GO:0008152","ISS","LOC105836493"
"2970","GO:0008152","ISS","LOC105836492"
"2971","GO:0005975","ISS","LOC105836500"
"2972","GO:0006397","ISS","LOC105836497"
"2973","GO:0055114","ISS","LOC105836517"
"2974","GO:0055114","ISS","LOC105836523"
"2975","GO:0055114","ISS","LOC105836521"
"2976","GO:0055114","ISS","LOC105836512"
"2977","GO:0055114","ISS","LOC105836514"
"2978","GO:0055114","ISS","LOC105836515"
"2979","GO:0055114","ISS","LOC105836516"
"2980","GO:0006511","ISS","LOC105836519"
"2981","GO:0007275","ISS","LOC105836519"
"2982","GO:0006486","ISS","LOC105836529"
"2983","GO:0016567","ISS","LOC105836527"
"2984","GO:0006810","ISS","LOC105836535"
"2985","GO:0006468","ISS","LOC105836559"
"2986","GO:0006468","ISS","LOC105836566"
"2987","GO:0055085","ISS","LOC105836574"
"2988","GO:0006891","ISS","LOC105836588"
"2989","GO:0007186","ISS","LOC105836596"
"2990","GO:0055114","ISS","LOC105836597"
"2991","GO:0005975","ISS","LOC105836606"
"2992","GO:0005975","ISS","LOC105836606"
"2993","GO:0055085","ISS","LOC105836613"
"2994","GO:0055085","ISS","LOC105836613"
"2995","GO:0006260","ISS","LOC105836617"
"2996","GO:0071918","ISS","LOC105836618"
"2997","GO:0071918","ISS","LOC105836618"
"2998","GO:0071918","ISS","LOC105836618"
"2999","GO:0006836","ISS","LOC105836629"
"3000","GO:0006836","ISS","LOC105836629"
"3001","GO:0008152","ISS","LOC105836674"
"3002","GO:0008152","ISS","LOC105836664"
"3003","GO:0008152","ISS","LOC105836687"
"3004","GO:0006457","ISS","LOC105836698"
"3005","GO:0006457","ISS","LOC105836698"
"3006","GO:0055114","ISS","LOC105836699"
"3007","GO:0055114","ISS","LOC105836699"
"3008","GO:0055114","ISS","LOC105836706"
"3009","GO:0007264","ISS","LOC105836700"
"3010","GO:0035023","ISS","LOC105836700"
"3011","GO:0006508","ISS","LOC105836709"
"3012","GO:0007165","ISS","LOC105836714"
"3013","GO:0000184","ISS","LOC105836726"
"3014","GO:0007608","ISS","LOC105836729"
"3015","GO:0046854","ISS","LOC105836734"
"3016","GO:0046854","ISS","LOC105836733"
"3017","GO:0007264","ISS","LOC105836735"
"3018","GO:0016598","ISS","LOC105836737"
"3019","GO:0016598","ISS","LOC105836737"
"3020","GO:0055085","ISS","LOC105836740"
"3021","GO:0006470","ISS","LOC105836746"
"3022","GO:0055114","ISS","LOC105836753"
"3023","GO:0055114","ISS","LOC105836758"
"3024","GO:0006810","ISS","LOC105836762"
"3025","GO:0015031","ISS","LOC105836774"
"3026","GO:0005975","ISS","LOC105836778"
"3027","GO:0006013","ISS","LOC105836778"
"3028","GO:0006355","ISS","LOC105836790"
"3029","GO:0006355","ISS","LOC105836790"
"3030","GO:0006030","ISS","LOC105836791"
"3031","GO:0006355","ISS","LOC105836788"
"3032","GO:0008152","ISS","LOC105836797"
"3033","GO:0055085","ISS","LOC105836802"
"3034","GO:0007018","ISS","LOC105836803"
"3035","GO:0006811","ISS","LOC105836810"
"3036","GO:0055085","ISS","LOC105836810"
"3037","GO:0006505","ISS","LOC105836816"
"3038","GO:0006886","ISS","LOC105836816"
"3039","GO:0007608","ISS","LOC105836824"
"3040","GO:0055085","ISS","LOC105836835"
"3041","GO:0055085","ISS","LOC105836835"
"3042","GO:0050909","ISS","LOC105836834"
"3043","GO:0006629","ISS","LOC105836850"
"3044","GO:0006396","ISS","LOC105836856"
"3045","GO:0007165","ISS","LOC105836858"
"3046","GO:0055114","ISS","LOC105836863"
"3047","GO:0007018","ISS","LOC105836869"
"3048","GO:0007186","ISS","LOC105836884"
"3049","GO:0009056","ISS","LOC105836892"
"3050","GO:0007186","ISS","LOC105836890"
"3051","GO:0043087","ISS","LOC105836897"
"3052","GO:0007018","ISS","LOC105836902"
"3053","GO:0006836","ISS","LOC105836910"
"3054","GO:0006470","ISS","LOC105836922"
"3055","GO:0006470","ISS","LOC105836922"
"3056","GO:0006508","ISS","LOC105836937"
"3057","GO:0010826","ISS","LOC105836952"
"3058","GO:0042384","ISS","LOC105836952"
"3059","GO:0010826","ISS","LOC105836952"
"3060","GO:0042384","ISS","LOC105836952"
"3061","GO:0005975","ISS","LOC105836949"
"3062","GO:0007018","ISS","LOC105836939"
"3063","GO:0006810","ISS","LOC105836941"
"3064","GO:0055085","ISS","LOC105836941"
"3065","GO:0051056","ISS","LOC105836956"
"3066","GO:0007094","ISS","LOC105836957"
"3067","GO:0006508","ISS","LOC105836963"
"3068","GO:0051056","ISS","LOC105836964"
"3069","GO:0006355","ISS","LOC105836965"
"3070","GO:0006508","ISS","LOC105836968"
"3071","GO:0006508","ISS","LOC105836968"
"3072","GO:0035556","ISS","LOC105836971"
"3073","GO:0006468","ISS","LOC105836981"
"3074","GO:0006807","ISS","LOC105836986"
"3075","GO:0019752","ISS","LOC105836992"
"3076","GO:0007018","ISS","LOC105836993"
"3077","GO:0008152","ISS","LOC105837000"
"3078","GO:0007186","ISS","LOC105837027"
"3079","GO:0006289","ISS","LOC105837014"
"3080","GO:0040007","ISS","LOC105837018"
"3081","GO:0006955","ISS","LOC105837019"
"3082","GO:0051090","ISS","LOC105837020"
"3083","GO:0006352","ISS","LOC105837020"
"3084","GO:0006629","ISS","LOC105837028"
"3085","GO:0006468","ISS","LOC105837040"
"3086","GO:0007076","ISS","LOC105837037"
"3087","GO:0007076","ISS","LOC105837037"
"3088","GO:0006355","ISS","LOC105837045"
"3089","GO:0006508","ISS","LOC105837059"
"3090","GO:0006508","ISS","LOC105837059"
"3091","GO:0006904","ISS","LOC105837067"
"3092","GO:0030155","ISS","LOC105837072"
"3093","GO:0030334","ISS","LOC105837072"
"3094","GO:0045995","ISS","LOC105837072"
"3095","GO:0000921","ISS","LOC105837072"
"3096","GO:0048193","ISS","LOC105837065"
"3097","GO:0005975","ISS","LOC105837074"
"3098","GO:0005975","ISS","LOC105837074"
"3099","GO:0043248","ISS","LOC105837100"
"3100","GO:0008152","ISS","LOC105837097"
"3101","GO:0007186","ISS","LOC105837098"
"3102","GO:0006400","ISS","LOC105837116"
"3103","GO:0008616","ISS","LOC105837116"
"3104","GO:0055085","ISS","LOC105837112"
"3105","GO:0055085","ISS","LOC105837112"
"3106","GO:0055085","ISS","LOC105837112"
"3107","GO:0006468","ISS","LOC105837109"
"3108","GO:0006468","ISS","LOC105837109"
"3109","GO:0006355","ISS","LOC105837114"
"3110","GO:0034968","ISS","LOC105837114"
"3111","GO:0051016","ISS","LOC105837120"
"3112","GO:0006468","ISS","LOC105837125"
"3113","GO:0006468","ISS","LOC105837125"
"3114","GO:0005975","ISS","LOC105837144"
"3115","GO:0005975","ISS","LOC105837144"
"3116","GO:0006511","ISS","LOC105837149"
"3117","GO:0006836","ISS","LOC105837154"
"3118","GO:0007018","ISS","LOC105837158"
"3119","GO:0007205","ISS","LOC105837153"
"3120","GO:0007155","ISS","LOC105837159"
"3121","GO:0007155","ISS","LOC105837159"
"3122","GO:0005978","ISS","LOC105837172"
"3123","GO:0009190","ISS","LOC105837175"
"3124","GO:0035556","ISS","LOC105837175"
"3125","GO:0006468","ISS","LOC105837175"
"3126","GO:0006468","ISS","LOC105837175"
"3127","GO:0006508","ISS","LOC105837177"
"3128","GO:0030001","ISS","LOC105837187"
"3129","GO:0055085","ISS","LOC105837187"
"3130","GO:0007264","ISS","LOC105837198"
"3131","GO:0006508","ISS","LOC105837206"
"3132","GO:0007156","ISS","LOC105837218"
"3133","GO:0007156","ISS","LOC105837218"
"3134","GO:0007156","ISS","LOC105837218"
"3135","GO:0007156","ISS","LOC105837218"
"3136","GO:0007156","ISS","LOC105837218"
"3137","GO:0007165","ISS","LOC105837219"
"3138","GO:0006084","ISS","LOC105837211"
"3139","GO:0006084","ISS","LOC105837215"
"3140","GO:0043547","ISS","LOC105837229"
"3141","GO:0051056","ISS","LOC105837229"
"3142","GO:0055114","ISS","LOC105837236"
"3143","GO:0006464","ISS","LOC105837231"
"3144","GO:0006508","ISS","LOC105837243"
"3145","GO:0006030","ISS","LOC105837243"
"3146","GO:0006030","ISS","LOC105837243"
"3147","GO:0006030","ISS","LOC105837243"
"3148","GO:0006468","ISS","LOC105837249"
"3149","GO:0055114","ISS","LOC105837255"
"3150","GO:0006351","ISS","LOC105837278"
"3151","GO:0007186","ISS","LOC105837280"
"3152","GO:0006298","ISS","LOC105837293"
"3153","GO:0006298","ISS","LOC105837293"
"3154","GO:0055114","ISS","LOC105837297"
"3155","GO:0006468","ISS","LOC105837305"
"3156","GO:0055114","ISS","LOC105837306"
"3157","GO:0055114","ISS","LOC105837306"
"3158","GO:0006508","ISS","LOC105837320"
"3159","GO:0006633","ISS","LOC105837313"
"3160","GO:0055114","ISS","LOC105837313"
"3161","GO:0005975","ISS","LOC105837315"
"3162","GO:0006013","ISS","LOC105837315"
"3163","GO:0055085","ISS","LOC105837314"
"3164","GO:0051276","ISS","LOC105837318"
"3165","GO:0055114","ISS","LOC105837334"
"3166","GO:0007264","ISS","LOC105837332"
"3167","GO:0035023","ISS","LOC105837332"
"3168","GO:0006886","ISS","LOC105837337"
"3169","GO:0008152","ISS","LOC105837342"
"3170","GO:0055114","ISS","LOC105837342"
"3171","GO:0006749","ISS","LOC105837351"
"3172","GO:0007186","ISS","LOC105837349"
"3173","GO:0006486","ISS","LOC105837364"
"3174","GO:0055114","ISS","LOC105837371"
"3175","GO:0007165","ISS","LOC105837370"
"3176","GO:0035023","ISS","LOC105837370"
"3177","GO:0006355","ISS","LOC105837378"
"3178","GO:0006355","ISS","LOC105837378"
"3179","GO:0006810","ISS","LOC105837382"
"3180","GO:0055085","ISS","LOC105837382"
"3181","GO:0006904","ISS","LOC105837386"
"3182","GO:0016192","ISS","LOC105837386"
"3183","GO:0016310","ISS","LOC105837390"
"3184","GO:0016310","ISS","LOC105837390"
"3185","GO:0006355","ISS","LOC105837397"
"3186","GO:0006468","ISS","LOC105837407"
"3187","GO:0008152","ISS","LOC105837418"
"3188","GO:0006508","ISS","LOC105837421"
"3189","GO:0006508","ISS","LOC105837421"
"3190","GO:0006508","ISS","LOC105837421"
"3191","GO:0006030","ISS","LOC105837431"
"3192","GO:0055114","ISS","LOC105837430"
"3193","GO:0055114","ISS","LOC105837430"
"3194","GO:0055114","ISS","LOC105837436"
"3195","GO:0055114","ISS","LOC105837436"
"3196","GO:0055114","ISS","LOC105837435"
"3197","GO:0006298","ISS","LOC105837441"
"3198","GO:0006298","ISS","LOC105837441"
"3199","GO:0007160","ISS","LOC105837445"
"3200","GO:0055114","ISS","LOC105837450"
"3201","GO:0055114","ISS","LOC105837450"
"3202","GO:0008152","ISS","LOC105837453"
"3203","GO:0006813","ISS","LOC105837456"
"3204","GO:0006814","ISS","LOC105837456"
"3205","GO:0007156","ISS","LOC105837455"
"3206","GO:0007156","ISS","LOC105837455"
"3207","GO:0007156","ISS","LOC105837455"
"3208","GO:0007156","ISS","LOC105837455"
"3209","GO:0007156","ISS","LOC105837455"
"3210","GO:0007156","ISS","LOC105837455"
"3211","GO:0007156","ISS","LOC105837455"
"3212","GO:0007156","ISS","LOC105837455"
"3213","GO:0007156","ISS","LOC105837455"
"3214","GO:0007156","ISS","LOC105837455"
"3215","GO:0007156","ISS","LOC105837455"
"3216","GO:0007156","ISS","LOC105837455"
"3217","GO:0007156","ISS","LOC105837455"
"3218","GO:0007156","ISS","LOC105837455"
"3219","GO:0007156","ISS","LOC105837455"
"3220","GO:0007156","ISS","LOC105837455"
"3221","GO:0007156","ISS","LOC105837455"
"3222","GO:0008152","ISS","LOC105837461"
"3223","GO:0009405","ISS","LOC105837461"
"3224","GO:0006488","ISS","LOC105837462"
"3225","GO:0006835","ISS","LOC105837468"
"3226","GO:0007186","ISS","LOC105837469"
"3227","GO:0007165","ISS","LOC105837473"
"3228","GO:0055085","ISS","LOC105837482"
"3229","GO:0006511","ISS","LOC105837495"
"3230","GO:0006468","ISS","LOC105837498"
"3231","GO:0055085","ISS","LOC105837511"
"3232","GO:0055085","ISS","LOC105837511"
"3233","GO:0055085","ISS","LOC105837511"
"3234","GO:0055085","ISS","LOC105837511"
"3235","GO:0000413","ISS","LOC105837522"
"3236","GO:0006457","ISS","LOC105837522"
"3237","GO:0035023","ISS","LOC105837530"
"3238","GO:0007165","ISS","LOC105837530"
"3239","GO:0006418","ISS","LOC105837532"
"3240","GO:0006139","ISS","LOC105837533"
"3241","GO:0006629","ISS","LOC105837534"
"3242","GO:0006629","ISS","LOC105837535"
"3243","GO:0006418","ISS","LOC105837545"
"3244","GO:0006418","ISS","LOC105837545"
"3245","GO:0006418","ISS","LOC105837545"
"3246","GO:0008152","ISS","LOC105837550"
"3247","GO:0006259","ISS","LOC105837553"
"3248","GO:0006259","ISS","LOC105837554"
"3249","GO:0003333","ISS","LOC105837555"
"3250","GO:0006810","ISS","LOC105837555"
"3251","GO:0055085","ISS","LOC105837555"
"3252","GO:0008152","ISS","LOC105837561"
"3253","GO:0006368","ISS","LOC105837580"
"3254","GO:0016570","ISS","LOC105837580"
"3255","GO:0035023","ISS","LOC105837583"
"3256","GO:0006351","ISS","LOC105837596"
"3257","GO:0006351","ISS","LOC105837596"
"3258","GO:0006351","ISS","LOC105837596"
"3259","GO:0006351","ISS","LOC105837596"
"3260","GO:0006351","ISS","LOC105837596"
"3261","GO:0006351","ISS","LOC105837596"
"3262","GO:0006351","ISS","LOC105837596"
"3263","GO:0008033","ISS","LOC105837593"
"3264","GO:0055114","ISS","LOC105837593"
"3265","GO:0006749","ISS","LOC105837592"
"3266","GO:0006886","ISS","LOC105837615"
"3267","GO:0006886","ISS","LOC105837615"
"3268","GO:0006886","ISS","LOC105837615"
"3269","GO:0016192","ISS","LOC105837615"
"3270","GO:0008152","ISS","LOC105837618"
"3271","GO:0008152","ISS","LOC105837631"
"3272","GO:0005975","ISS","LOC105837641"
"3273","GO:0030001","ISS","LOC105837644"
"3274","GO:0055085","ISS","LOC105837644"
"3275","GO:0030001","ISS","LOC105837644"
"3276","GO:0055085","ISS","LOC105837644"
"3277","GO:0000413","ISS","LOC105837663"
"3278","GO:0006457","ISS","LOC105837663"
"3279","GO:0007264","ISS","LOC105837664"
"3280","GO:0007186","ISS","LOC105837665"
"3281","GO:0006814","ISS","LOC105837652"
"3282","GO:0006355","ISS","LOC105837682"
"3283","GO:0008152","ISS","LOC105837687"
"3284","GO:0006810","ISS","LOC105837690"
"3285","GO:0055085","ISS","LOC105837690"
"3286","GO:0045892","ISS","LOC105837688"
"3287","GO:0006508","ISS","LOC105837705"
"3288","GO:0007186","ISS","LOC105837710"
"3289","GO:0007186","ISS","LOC105837710"
"3290","GO:0006468","ISS","LOC105837711"
"3291","GO:0006468","ISS","LOC105837711"
"3292","GO:0006481","ISS","LOC105837712"
"3293","GO:0009190","ISS","LOC105837716"
"3294","GO:0035556","ISS","LOC105837716"
"3295","GO:0006468","ISS","LOC105837716"
"3296","GO:0055085","ISS","LOC105837718"
"3297","GO:0055085","ISS","LOC105837718"
"3298","GO:0006813","ISS","LOC105837723"
"3299","GO:0006508","ISS","LOC105837738"
"3300","GO:0006508","ISS","LOC105837738"
"3301","GO:0006508","ISS","LOC105837735"
"3302","GO:0006508","ISS","LOC105837735"
"3303","GO:0006508","ISS","LOC105837736"
"3304","GO:0007608","ISS","LOC105837747"
"3305","GO:0006468","ISS","LOC105837757"
"3306","GO:0006355","ISS","LOC105837756"
"3307","GO:0006355","ISS","LOC105837761"
"3308","GO:0008152","ISS","LOC105837764"
"3309","GO:0055114","ISS","LOC105837764"
"3310","GO:0055114","ISS","LOC105837764"
"3311","GO:0055114","ISS","LOC105837764"
"3312","GO:0005975","ISS","LOC105837775"
"3313","GO:0006396","ISS","LOC105837773"
"3314","GO:0006396","ISS","LOC105837773"
"3315","GO:0006396","ISS","LOC105837773"
"3316","GO:0006396","ISS","LOC105837773"
"3317","GO:0006396","ISS","LOC105837774"
"3318","GO:0055114","ISS","LOC105837787"
"3319","GO:0055114","ISS","LOC105837787"
"3320","GO:0006508","ISS","LOC105837793"
"3321","GO:0006508","ISS","LOC105837793"
"3322","GO:0006355","ISS","LOC105837796"
"3323","GO:0006355","ISS","LOC105837796"
"3324","GO:0006355","ISS","LOC105837796"
"3325","GO:0006355","ISS","LOC105837800"
"3326","GO:0006368","ISS","LOC105837799"
"3327","GO:0016570","ISS","LOC105837799"
"3328","GO:0008033","ISS","LOC105837805"
"3329","GO:0055114","ISS","LOC105837805"
"3330","GO:0006260","ISS","LOC105837810"
"3331","GO:0006511","ISS","LOC105837828"
"3332","GO:0046488","ISS","LOC105837822"
"3333","GO:0046488","ISS","LOC105837822"
"3334","GO:0006836","ISS","LOC105837818"
"3335","GO:0006836","ISS","LOC105837817"
